product_a,product_b,times_bought_together
PROD0126,PROD0426,1
PROD0126,PROD0438,1
PROD0126,PROD0439,1
PROD0126,PROD0456,1
PROD0127,PROD0130,1
PROD0127,PROD0154,1
PROD0127,PROD0176,1
PROD0127,PROD0179,1
PROD0127,PROD0245,1
PROD0127,PROD0258,1
PROD0127,PROD0274,1
PROD0127,PROD0282,1
PROD0127,PROD0284,1
PROD0127,PROD0285,1
PROD0127,PROD0290,1
PROD0127,PROD0306,1
PROD0127,PROD0331,1
PROD0127,PROD0348,1
PROD0127,PROD0354,1
PROD0127,PROD0355,1
PROD0127,PROD0363,1
PROD0127,PROD0390,1
PROD0127,PROD0405,1
PROD0127,PROD0412,1
PROD0127,PROD0417,1
PROD0127,PROD0418,1
PROD0127,PROD0426,1
PROD0127,PROD0452,1
PROD0127,PROD0477,1
PROD0127,PROD0484,1
PROD0128,PROD0131,1
PROD0128,PROD0206,1
PROD0128,PROD0233,1
PROD0128,PROD0247,1
PROD0128,PROD0268,1
PROD0128,PROD0320,1
PROD0128,PROD0343,1
PROD0128,PROD0350,1
PROD0128,PROD0424,1
PROD0128,PROD0453,1
PROD0129,PROD0206,1
PROD0129,PROD0221,1
PROD0129,PROD0254,1
PROD0129,PROD0288,1
PROD0129,PROD0334,1
PROD0129,PROD0352,1
PROD0129,PROD0354,1
PROD0129,PROD0402,1
PROD0129,PROD0416,1
PROD0129,PROD0470,1
PROD0129,PROD0484,1
PROD0130,PROD0168,1
PROD0130,PROD0198,1
PROD0130,PROD0220,1
PROD0130,PROD0225,1
PROD0130,PROD0290,1
PROD0130,PROD0295,1
PROD0130,PROD0348,1
PROD0130,PROD0363,1
PROD0130,PROD0372,1
PROD0130,PROD0418,1
PROD0130,PROD0448,1
PROD0130,PROD0463,1
PROD0131,PROD0138,1
PROD0131,PROD0151,1
PROD0131,PROD0163,1
PROD0131,PROD0191,1
PROD0131,PROD0199,1
PROD0131,PROD0208,1
PROD0131,PROD0214,1
PROD0131,PROD0223,1
PROD0131,PROD0233,1
PROD0131,PROD0241,1
PROD0131,PROD0242,1
PROD0131,PROD0258,1
PROD0131,PROD0268,1
PROD0131,PROD0281,1
PROD0131,PROD0298,1
PROD0131,PROD0331,1
PROD0131,PROD0373,1
PROD0131,PROD0384,1
PROD0131,PROD0394,1
PROD0131,PROD0424,1
PROD0131,PROD0426,1
PROD0131,PROD0430,1
PROD0131,PROD0451,1
PROD0131,PROD0482,1
PROD0131,PROD0487,1
PROD0131,PROD0496,1
PROD0132,PROD0135,1
PROD0132,PROD0147,1
PROD0132,PROD0156,1
PROD0132,PROD0231,1
PROD0132,PROD0259,1
PROD0132,PROD0309,1
PROD0132,PROD0311,1
PROD0132,PROD0318,1
PROD0132,PROD0322,1
PROD0132,PROD0327,1
PROD0132,PROD0351,1
PROD0132,PROD0363,1
PROD0132,PROD0432,1
PROD0132,PROD0458,1
PROD0132,PROD0471,1
PROD0133,PROD0413,1
PROD0134,PROD0158,1
PROD0134,PROD0170,1
PROD0134,PROD0231,1
PROD0134,PROD0247,1
PROD0134,PROD0260,1
PROD0134,PROD0262,1
PROD0134,PROD0299,1
PROD0134,PROD0329,1
PROD0134,PROD0335,1
PROD0134,PROD0344,1
PROD0134,PROD0346,1
PROD0134,PROD0357,1
PROD0134,PROD0359,1
PROD0134,PROD0387,1
PROD0134,PROD0400,1
PROD0134,PROD0413,1
PROD0134,PROD0420,1
PROD0134,PROD0449,1
PROD0135,PROD0151,1
PROD0135,PROD0221,1
PROD0135,PROD0241,1
PROD0135,PROD0289,1
PROD0135,PROD0309,1
PROD0135,PROD0325,1
PROD0135,PROD0380,1
PROD0135,PROD0391,1
PROD0135,PROD0394,1
PROD0135,PROD0486,1
PROD0136,PROD0139,1
PROD0136,PROD0160,1
PROD0136,PROD0183,1
PROD0136,PROD0208,1
PROD0136,PROD0250,1
PROD0136,PROD0343,1
PROD0136,PROD0347,1
PROD0136,PROD0358,1
PROD0136,PROD0369,1
PROD0136,PROD0405,1
PROD0136,PROD0436,1
PROD0136,PROD0446,1
PROD0136,PROD0465,1
PROD0136,PROD0468,1
PROD0137,PROD0142,1
PROD0137,PROD0146,1
PROD0137,PROD0203,1
PROD0137,PROD0226,1
PROD0137,PROD0267,1
PROD0137,PROD0268,1
PROD0137,PROD0275,1
PROD0137,PROD0278,1
PROD0137,PROD0284,1
PROD0137,PROD0289,1
PROD0137,PROD0308,1
PROD0137,PROD0320,1
PROD0137,PROD0397,1
PROD0137,PROD0459,1
PROD0137,PROD0472,1
PROD0137,PROD0483,1
PROD0137,PROD0493,1
PROD0138,PROD0142,1
PROD0138,PROD0163,1
PROD0138,PROD0178,1
PROD0138,PROD0225,1
PROD0138,PROD0248,1
PROD0138,PROD0262,1
PROD0138,PROD0266,1
PROD0138,PROD0289,1
PROD0138,PROD0390,1
PROD0138,PROD0392,1
PROD0138,PROD0411,1
PROD0138,PROD0429,1
PROD0138,PROD0453,1
PROD0138,PROD0473,1
PROD0139,PROD0142,1
PROD0139,PROD0182,1
PROD0139,PROD0193,1
PROD0139,PROD0201,1
PROD0139,PROD0225,1
PROD0139,PROD0305,1
PROD0139,PROD0352,1
PROD0139,PROD0360,1
PROD0139,PROD0393,1
PROD0139,PROD0423,1
PROD0139,PROD0436,1
PROD0139,PROD0460,1
PROD0140,PROD0194,1
PROD0140,PROD0376,1
PROD0140,PROD0444,1
PROD0141,PROD0153,1
PROD0141,PROD0175,1
PROD0141,PROD0178,1
PROD0141,PROD0189,1
PROD0141,PROD0231,1
PROD0141,PROD0241,1
PROD0141,PROD0251,1
PROD0141,PROD0257,1
PROD0141,PROD0283,1
PROD0141,PROD0307,1
PROD0141,PROD0335,1
PROD0141,PROD0336,1
PROD0141,PROD0359,1
PROD0141,PROD0371,1
PROD0141,PROD0376,1
PROD0141,PROD0411,1
PROD0142,PROD0160,1
PROD0142,PROD0178,1
PROD0142,PROD0182,1
PROD0142,PROD0193,1
PROD0142,PROD0227,1
PROD0142,PROD0230,1
PROD0142,PROD0266,1
PROD0142,PROD0267,1
PROD0142,PROD0289,1
PROD0142,PROD0318,1
PROD0142,PROD0328,1
PROD0142,PROD0352,1
PROD0142,PROD0366,1
PROD0142,PROD0392,1
PROD0142,PROD0396,1
PROD0142,PROD0399,1
PROD0142,PROD0410,1
PROD0142,PROD0411,1
PROD0142,PROD0428,1
PROD0142,PROD0430,1
PROD0142,PROD0446,1
PROD0142,PROD0459,1
PROD0142,PROD0493,1
PROD0143,PROD0161,1
PROD0143,PROD0208,1
PROD0143,PROD0226,1
PROD0143,PROD0267,1
PROD0143,PROD0313,1
PROD0143,PROD0443,1
PROD0144,PROD0197,1
PROD0144,PROD0216,1
PROD0144,PROD0240,1
PROD0144,PROD0250,1
PROD0144,PROD0299,1
PROD0144,PROD0323,1
PROD0144,PROD0345,1
PROD0144,PROD0363,1
PROD0144,PROD0414,1
PROD0144,PROD0463,1
PROD0144,PROD0482,1
PROD0145,PROD0163,1
PROD0145,PROD0354,1
PROD0145,PROD0374,1
PROD0146,PROD0151,1
PROD0146,PROD0159,1
PROD0146,PROD0169,1
PROD0146,PROD0284,1
PROD0146,PROD0293,1
PROD0146,PROD0306,1
PROD0146,PROD0308,1
PROD0146,PROD0324,1
PROD0146,PROD0327,1
PROD0146,PROD0382,1
PROD0146,PROD0431,1
PROD0146,PROD0438,1
PROD0146,PROD0440,1
PROD0146,PROD0441,1
PROD0146,PROD0452,1
PROD0146,PROD0483,1
PROD0147,PROD0148,1
PROD0147,PROD0150,1
PROD0147,PROD0225,1
PROD0147,PROD0231,1
PROD0147,PROD0259,1
PROD0147,PROD0287,1
PROD0147,PROD0292,1
PROD0147,PROD0305,1
PROD0147,PROD0313,1
PROD0147,PROD0322,1
PROD0147,PROD0324,1
PROD0147,PROD0328,1
PROD0147,PROD0362,1
PROD0147,PROD0445,1
PROD0147,PROD0447,1
PROD0147,PROD0478,1
PROD0148,PROD0168,1
PROD0148,PROD0318,1
PROD0148,PROD0324,1
PROD0148,PROD0355,1
PROD0148,PROD0438,1
PROD0148,PROD0445,1
PROD0148,PROD0477,1
PROD0149,PROD0219,1
PROD0149,PROD0248,1
PROD0149,PROD0258,1
PROD0149,PROD0292,1
PROD0149,PROD0295,1
PROD0149,PROD0309,1
PROD0149,PROD0372,1
PROD0149,PROD0467,1
PROD0149,PROD0484,1
PROD0150,PROD0163,1
PROD0150,PROD0166,1
PROD0150,PROD0195,1
PROD0150,PROD0222,1
PROD0150,PROD0235,1
PROD0150,PROD0238,1
PROD0150,PROD0266,1
PROD0150,PROD0287,1
PROD0150,PROD0292,1
PROD0150,PROD0311,1
PROD0150,PROD0319,1
PROD0150,PROD0328,1
PROD0150,PROD0334,1
PROD0150,PROD0349,1
PROD0150,PROD0355,1
PROD0150,PROD0359,1
PROD0150,PROD0360,1
PROD0150,PROD0370,1
PROD0150,PROD0408,1
PROD0150,PROD0418,1
PROD0150,PROD0434,1
PROD0150,PROD0447,1
PROD0150,PROD0460,1
PROD0150,PROD0484,1
PROD0150,PROD0488,1
PROD0150,PROD0497,1
PROD0151,PROD0231,1
PROD0151,PROD0233,1
PROD0151,PROD0297,1
PROD0151,PROD0323,1
PROD0151,PROD0324,1
PROD0151,PROD0325,1
PROD0151,PROD0405,1
PROD0151,PROD0417,1
PROD0151,PROD0435,1
PROD0151,PROD0447,1
PROD0151,PROD0468,1
PROD0152,PROD0167,1
PROD0152,PROD0219,1
PROD0152,PROD0263,1
PROD0152,PROD0302,1
PROD0152,PROD0359,1
PROD0152,PROD0380,1
PROD0152,PROD0413,1
PROD0152,PROD0459,1
PROD0152,PROD0478,1
PROD0153,PROD0156,1
PROD0153,PROD0178,1
PROD0153,PROD0181,1
PROD0153,PROD0193,1
PROD0153,PROD0195,1
PROD0153,PROD0207,1
PROD0153,PROD0228,1
PROD0153,PROD0251,1
PROD0153,PROD0254,1
PROD0153,PROD0264,1
PROD0153,PROD0289,1
PROD0153,PROD0290,1
PROD0153,PROD0291,1
PROD0153,PROD0298,1
PROD0153,PROD0304,1
PROD0153,PROD0307,1
PROD0153,PROD0313,1
PROD0153,PROD0316,1
PROD0153,PROD0318,1
PROD0153,PROD0327,1
PROD0153,PROD0332,1
PROD0153,PROD0342,1
PROD0153,PROD0343,1
PROD0153,PROD0371,1
PROD0153,PROD0423,1
PROD0153,PROD0454,1
PROD0153,PROD0472,1
PROD0153,PROD0483,1
PROD0153,PROD0485,1
PROD0153,PROD0490,1
PROD0154,PROD0167,1
PROD0154,PROD0187,1
PROD0154,PROD0200,1
PROD0154,PROD0237,1
PROD0154,PROD0262,1
PROD0154,PROD0269,1
PROD0154,PROD0282,1
PROD0154,PROD0292,1
PROD0154,PROD0305,1
PROD0154,PROD0338,1
PROD0154,PROD0342,1
PROD0154,PROD0354,1
PROD0154,PROD0372,1
PROD0154,PROD0377,1
PROD0154,PROD0410,1
PROD0154,PROD0420,1
PROD0154,PROD0425,1
PROD0154,PROD0430,1
PROD0155,PROD0230,1
PROD0155,PROD0272,1
PROD0155,PROD0350,1
PROD0155,PROD0422,1
PROD0155,PROD0496,1
PROD0156,PROD0233,1
PROD0156,PROD0276,1
PROD0156,PROD0318,1
PROD0156,PROD0327,1
PROD0156,PROD0364,1
PROD0156,PROD0371,1
PROD0156,PROD0452,1
PROD0156,PROD0471,1
PROD0156,PROD0477,1
PROD0157,PROD0237,1
PROD0157,PROD0246,1
PROD0157,PROD0386,1
PROD0157,PROD0409,1
PROD0158,PROD0170,1
PROD0158,PROD0189,1
PROD0158,PROD0299,1
PROD0158,PROD0329,1
PROD0158,PROD0420,1
PROD0158,PROD0435,1
PROD0159,PROD0171,1
PROD0159,PROD0172,1
PROD0159,PROD0186,1
PROD0159,PROD0207,1
PROD0159,PROD0267,1
PROD0159,PROD0322,1
PROD0159,PROD0350,1
PROD0159,PROD0363,1
PROD0159,PROD0373,1
PROD0159,PROD0409,1
PROD0159,PROD0441,1
PROD0159,PROD0497,1
PROD0160,PROD0169,1
PROD0160,PROD0205,1
PROD0160,PROD0223,1
PROD0160,PROD0226,1
PROD0160,PROD0259,1
PROD0160,PROD0268,1
PROD0160,PROD0275,1
PROD0160,PROD0292,1
PROD0160,PROD0303,1
PROD0160,PROD0309,1
PROD0160,PROD0318,1
PROD0160,PROD0340,1
PROD0160,PROD0363,1
PROD0160,PROD0367,1
PROD0160,PROD0369,1
PROD0160,PROD0397,1
PROD0160,PROD0410,1
PROD0160,PROD0433,1
PROD0160,PROD0446,1
PROD0160,PROD0464,1
PROD0160,PROD0468,1
PROD0161,PROD0162,1
PROD0161,PROD0168,1
PROD0161,PROD0184,1
PROD0161,PROD0189,1
PROD0161,PROD0243,1
PROD0161,PROD0257,1
PROD0161,PROD0264,1
PROD0161,PROD0267,1
PROD0161,PROD0274,1
PROD0161,PROD0275,1
PROD0161,PROD0284,1
PROD0161,PROD0293,1
PROD0161,PROD0313,1
PROD0161,PROD0325,1
PROD0161,PROD0366,1
PROD0161,PROD0367,1
PROD0161,PROD0378,1
PROD0161,PROD0417,1
PROD0161,PROD0437,1
PROD0161,PROD0446,1
PROD0161,PROD0459,1
PROD0161,PROD0463,1
PROD0162,PROD0168,1
PROD0162,PROD0208,1
PROD0162,PROD0217,1
PROD0162,PROD0218,1
PROD0162,PROD0227,1
PROD0162,PROD0247,1
PROD0162,PROD0265,1
PROD0162,PROD0275,1
PROD0162,PROD0279,1
PROD0162,PROD0284,1
PROD0162,PROD0309,1
PROD0162,PROD0310,1
PROD0162,PROD0333,1
PROD0162,PROD0347,1
PROD0162,PROD0386,1
PROD0162,PROD0397,1
PROD0162,PROD0404,1
PROD0162,PROD0412,1
PROD0162,PROD0445,1
PROD0162,PROD0449,1
PROD0162,PROD0450,1
PROD0162,PROD0459,1
PROD0162,PROD0490,1
PROD0162,PROD0493,1
PROD0162,PROD0497,1
PROD0163,PROD0180,1
PROD0163,PROD0184,1
PROD0163,PROD0262,1
PROD0163,PROD0269,1
PROD0163,PROD0304,1
PROD0163,PROD0319,1
PROD0163,PROD0331,1
PROD0163,PROD0354,1
PROD0163,PROD0370,1
PROD0163,PROD0453,1
PROD0163,PROD0463,1
PROD0164,PROD0176,1
PROD0164,PROD0306,1
PROD0164,PROD0336,1
PROD0164,PROD0343,1
PROD0164,PROD0347,1
PROD0164,PROD0392,1
PROD0164,PROD0438,1
PROD0164,PROD0439,1
PROD0164,PROD0446,1
PROD0164,PROD0457,1
PROD0165,PROD0171,1
PROD0165,PROD0176,1
PROD0165,PROD0187,1
PROD0165,PROD0274,1
PROD0165,PROD0328,1
PROD0165,PROD0335,1
PROD0165,PROD0378,1
PROD0165,PROD0381,1
PROD0165,PROD0387,1
PROD0165,PROD0410,1
PROD0165,PROD0421,1
PROD0165,PROD0441,1
PROD0166,PROD0174,1
PROD0166,PROD0177,1
PROD0166,PROD0183,1
PROD0166,PROD0203,1
PROD0166,PROD0216,1
PROD0166,PROD0222,1
PROD0166,PROD0231,1
PROD0166,PROD0232,1
PROD0166,PROD0235,1
PROD0166,PROD0244,1
PROD0166,PROD0254,1
PROD0166,PROD0261,1
PROD0166,PROD0267,1
PROD0166,PROD0297,1
PROD0166,PROD0308,1
PROD0166,PROD0311,1
PROD0166,PROD0330,1
PROD0166,PROD0340,1
PROD0166,PROD0360,1
PROD0166,PROD0365,1
PROD0166,PROD0397,1
PROD0166,PROD0418,1
PROD0166,PROD0438,1
PROD0166,PROD0441,1
PROD0166,PROD0458,1
PROD0166,PROD0484,1
PROD0167,PROD0208,1
PROD0167,PROD0214,1
PROD0167,PROD0290,1
PROD0167,PROD0331,1
PROD0167,PROD0347,1
PROD0167,PROD0359,1
PROD0167,PROD0413,1
PROD0167,PROD0459,1
PROD0167,PROD0478,1
PROD0168,PROD0294,1
PROD0168,PROD0295,1
PROD0168,PROD0325,1
PROD0168,PROD0347,1
PROD0168,PROD0355,1
PROD0168,PROD0373,1
PROD0168,PROD0438,1
PROD0168,PROD0445,1
PROD0168,PROD0454,1
PROD0168,PROD0477,1
PROD0168,PROD0497,1
PROD0169,PROD0184,1
PROD0169,PROD0207,1
PROD0169,PROD0212,1
PROD0169,PROD0218,1
PROD0169,PROD0227,1
PROD0169,PROD0233,1
PROD0169,PROD0243,1
PROD0169,PROD0267,1
PROD0169,PROD0284,1
PROD0169,PROD0293,1
PROD0169,PROD0301,1
PROD0169,PROD0303,1
PROD0169,PROD0304,1
PROD0169,PROD0319,1
PROD0169,PROD0344,1
PROD0169,PROD0367,1
PROD0169,PROD0398,1
PROD0169,PROD0404,1
PROD0169,PROD0405,1
PROD0169,PROD0408,1
PROD0169,PROD0431,1
PROD0169,PROD0438,1
PROD0169,PROD0456,1
PROD0169,PROD0461,1
PROD0169,PROD0468,1
PROD0169,PROD0489,1
PROD0170,PROD0188,1
PROD0170,PROD0196,1
PROD0170,PROD0262,1
PROD0170,PROD0276,1
PROD0170,PROD0299,1
PROD0170,PROD0312,1
PROD0170,PROD0325,1
PROD0170,PROD0329,1
PROD0170,PROD0378,1
PROD0170,PROD0387,1
PROD0170,PROD0410,1
PROD0170,PROD0430,1
PROD0170,PROD0482,1
PROD0171,PROD0185,1
PROD0171,PROD0204,1
PROD0171,PROD0209,1
PROD0171,PROD0219,1
PROD0171,PROD0221,1
PROD0171,PROD0252,1
PROD0171,PROD0255,1
PROD0171,PROD0263,1
PROD0171,PROD0322,1
PROD0171,PROD0335,1
PROD0171,PROD0337,1
PROD0171,PROD0350,1
PROD0171,PROD0362,1
PROD0171,PROD0394,1
PROD0171,PROD0409,1
PROD0171,PROD0435,1
PROD0171,PROD0441,1
PROD0171,PROD0457,1
PROD0171,PROD0479,1
PROD0172,PROD0192,1
PROD0172,PROD0201,1
PROD0172,PROD0217,1
PROD0172,PROD0241,1
PROD0172,PROD0293,1
PROD0172,PROD0362,1
PROD0172,PROD0363,1
PROD0172,PROD0383,1
PROD0172,PROD0493,1
PROD0172,PROD0497,1
PROD0173,PROD0204,1
PROD0173,PROD0217,1
PROD0173,PROD0242,1
PROD0174,PROD0257,1
PROD0174,PROD0330,1
PROD0174,PROD0340,1
PROD0174,PROD0467,1
PROD0175,PROD0183,1
PROD0175,PROD0203,1
PROD0175,PROD0230,1
PROD0175,PROD0237,1
PROD0175,PROD0249,1
PROD0175,PROD0255,1
PROD0175,PROD0267,1
PROD0175,PROD0282,1
PROD0175,PROD0342,1
PROD0175,PROD0359,1
PROD0175,PROD0370,1
PROD0175,PROD0371,1
PROD0175,PROD0411,1
PROD0175,PROD0428,1
PROD0175,PROD0479,1
PROD0175,PROD0489,1
PROD0176,PROD0210,1
PROD0176,PROD0232,1
PROD0176,PROD0267,1
PROD0176,PROD0271,1
PROD0176,PROD0272,1
PROD0176,PROD0277,1
PROD0176,PROD0280,1
PROD0176,PROD0297,1
PROD0176,PROD0339,1
PROD0176,PROD0347,1
PROD0176,PROD0378,1
PROD0176,PROD0410,1
PROD0176,PROD0417,1
PROD0176,PROD0446,1
PROD0176,PROD0475,1
PROD0177,PROD0216,1
PROD0177,PROD0235,1
PROD0177,PROD0267,1
PROD0177,PROD0297,1
PROD0177,PROD0325,1
PROD0177,PROD0459,1
PROD0178,PROD0192,1
PROD0178,PROD0231,1
PROD0178,PROD0241,1
PROD0178,PROD0249,1
PROD0178,PROD0251,1
PROD0178,PROD0266,1
PROD0178,PROD0307,1
PROD0178,PROD0392,1
PROD0178,PROD0405,1
PROD0178,PROD0411,1
PROD0178,PROD0458,1
PROD0178,PROD0487,1
PROD0179,PROD0209,1
PROD0179,PROD0211,1
PROD0179,PROD0212,1
PROD0179,PROD0245,1
PROD0179,PROD0258,1
PROD0179,PROD0263,1
PROD0179,PROD0298,1
PROD0179,PROD0412,1
PROD0179,PROD0426,1
PROD0179,PROD0482,1
PROD0180,PROD0184,1
PROD0180,PROD0267,1
PROD0180,PROD0331,1
PROD0180,PROD0371,1
PROD0180,PROD0393,1
PROD0180,PROD0427,1
PROD0180,PROD0463,1
PROD0180,PROD0478,1
PROD0180,PROD0483,1
PROD0181,PROD0217,1
PROD0181,PROD0229,1
PROD0181,PROD0232,1
PROD0181,PROD0236,1
PROD0181,PROD0237,1
PROD0181,PROD0262,1
PROD0181,PROD0313,1
PROD0181,PROD0316,1
PROD0181,PROD0318,1
PROD0181,PROD0327,1
PROD0181,PROD0336,1
PROD0181,PROD0346,1
PROD0181,PROD0352,1
PROD0181,PROD0386,1
PROD0181,PROD0416,1
PROD0181,PROD0418,1
PROD0181,PROD0433,1
PROD0181,PROD0444,1
PROD0181,PROD0449,1
PROD0181,PROD0453,1
PROD0181,PROD0460,1
PROD0181,PROD0465,1
PROD0182,PROD0193,1
PROD0182,PROD0210,1
PROD0182,PROD0236,1
PROD0182,PROD0251,1
PROD0182,PROD0267,1
PROD0182,PROD0271,1
PROD0182,PROD0277,1
PROD0182,PROD0280,1
PROD0182,PROD0296,1
PROD0182,PROD0322,1
PROD0182,PROD0332,1
PROD0182,PROD0352,1
PROD0182,PROD0376,1
PROD0182,PROD0475,1
PROD0182,PROD0497,1
PROD0182,PROD0500,1
PROD0183,PROD0220,1
PROD0183,PROD0237,1
PROD0183,PROD0244,1
PROD0183,PROD0250,1
PROD0183,PROD0265,1
PROD0183,PROD0358,1
PROD0183,PROD0391,1
PROD0183,PROD0397,1
PROD0183,PROD0428,1
PROD0183,PROD0447,1
PROD0183,PROD0465,1
PROD0183,PROD0483,1
PROD0183,PROD0489,1
PROD0183,PROD0493,1
PROD0184,PROD0233,1
PROD0184,PROD0240,1
PROD0184,PROD0243,1
PROD0184,PROD0252,1
PROD0184,PROD0299,1
PROD0184,PROD0302,1
PROD0184,PROD0304,1
PROD0184,PROD0319,1
PROD0184,PROD0331,1
PROD0184,PROD0344,1
PROD0184,PROD0348,1
PROD0184,PROD0382,1
PROD0184,PROD0431,1
PROD0184,PROD0435,1
PROD0184,PROD0446,1
PROD0184,PROD0447,1
PROD0184,PROD0452,1
PROD0184,PROD0463,1
PROD0184,PROD0468,1
PROD0185,PROD0209,1
PROD0185,PROD0222,1
PROD0185,PROD0277,1
PROD0185,PROD0292,1
PROD0185,PROD0296,1
PROD0185,PROD0310,1
PROD0185,PROD0360,1
PROD0186,PROD0250,1
PROD0186,PROD0373,1
PROD0186,PROD0409,1
PROD0186,PROD0424,1
PROD0187,PROD0240,1
PROD0187,PROD0305,1
PROD0187,PROD0342,1
PROD0187,PROD0420,1
PROD0187,PROD0421,1
PROD0188,PROD0210,1
PROD0188,PROD0263,1
PROD0188,PROD0276,1
PROD0188,PROD0305,1
PROD0188,PROD0306,1
PROD0188,PROD0349,1
PROD0188,PROD0382,1
PROD0188,PROD0391,1
PROD0188,PROD0428,1
PROD0188,PROD0430,1
PROD0188,PROD0448,1
PROD0188,PROD0466,1
PROD0188,PROD0467,1
PROD0189,PROD0205,1
PROD0189,PROD0274,1
PROD0189,PROD0336,1
PROD0189,PROD0338,1
PROD0189,PROD0356,1
PROD0189,PROD0363,1
PROD0189,PROD0376,1
PROD0189,PROD0435,1
PROD0189,PROD0477,1
PROD0190,PROD0367,1
PROD0190,PROD0468,1
PROD0191,PROD0221,1
PROD0191,PROD0331,1
PROD0191,PROD0430,1
PROD0191,PROD0453,1
PROD0191,PROD0480,1
PROD0192,PROD0217,1
PROD0192,PROD0234,1
PROD0192,PROD0241,1
PROD0192,PROD0279,1
PROD0192,PROD0293,1
PROD0192,PROD0317,1
PROD0192,PROD0383,1
PROD0192,PROD0396,1
PROD0192,PROD0441,1
PROD0192,PROD0458,1
PROD0192,PROD0465,1
PROD0192,PROD0470,1
PROD0192,PROD0493,1
PROD0193,PROD0246,1
PROD0193,PROD0304,1
PROD0193,PROD0322,1
PROD0193,PROD0332,1
PROD0193,PROD0337,1
PROD0193,PROD0338,1
PROD0193,PROD0343,1
PROD0193,PROD0352,1
PROD0193,PROD0386,1
PROD0193,PROD0484,1
PROD0194,PROD0196,1
PROD0194,PROD0302,1
PROD0194,PROD0356,1
PROD0194,PROD0376,1
PROD0194,PROD0444,1
PROD0195,PROD0291,1
PROD0195,PROD0397,1
PROD0195,PROD0488,1
PROD0196,PROD0238,1
PROD0196,PROD0246,1
PROD0196,PROD0255,1
PROD0196,PROD0378,1
PROD0196,PROD0395,1
PROD0196,PROD0410,1
PROD0196,PROD0424,1
PROD0196,PROD0479,1
PROD0196,PROD0486,1
PROD0197,PROD0203,1
PROD0197,PROD0210,1
PROD0197,PROD0250,1
PROD0197,PROD0300,1
PROD0197,PROD0306,1
PROD0197,PROD0322,1
PROD0197,PROD0323,1
PROD0197,PROD0357,1
PROD0197,PROD0407,1
PROD0197,PROD0416,1
PROD0197,PROD0445,1
PROD0197,PROD0457,1
PROD0197,PROD0463,1
PROD0197,PROD0476,1
PROD0197,PROD0485,1
PROD0198,PROD0205,1
PROD0198,PROD0220,1
PROD0198,PROD0236,1
PROD0198,PROD0326,1
PROD0198,PROD0351,1
PROD0198,PROD0356,1
PROD0198,PROD0397,1
PROD0198,PROD0409,1
PROD0198,PROD0424,1
PROD0198,PROD0448,1
PROD0199,PROD0212,1
PROD0199,PROD0242,1
PROD0199,PROD0285,1
PROD0199,PROD0304,1
PROD0199,PROD0324,1
PROD0199,PROD0331,1
PROD0199,PROD0358,1
PROD0199,PROD0367,1
PROD0199,PROD0375,1
PROD0199,PROD0403,1
PROD0199,PROD0424,1
PROD0199,PROD0477,1
PROD0199,PROD0484,1
PROD0199,PROD0494,1
PROD0200,PROD0225,1
PROD0200,PROD0292,1
PROD0200,PROD0297,1
PROD0200,PROD0338,1
PROD0200,PROD0377,1
PROD0200,PROD0425,1
PROD0200,PROD0484,1
PROD0201,PROD0227,1
PROD0201,PROD0286,1
PROD0201,PROD0303,1
PROD0201,PROD0347,1
PROD0201,PROD0360,1
PROD0201,PROD0393,1
PROD0201,PROD0417,1
PROD0201,PROD0424,1
PROD0201,PROD0446,1
PROD0201,PROD0479,1
PROD0202,PROD0233,1
PROD0202,PROD0234,1
PROD0203,PROD0208,1
PROD0203,PROD0230,1
PROD0203,PROD0235,1
PROD0203,PROD0241,1
PROD0203,PROD0249,1
PROD0203,PROD0256,1
PROD0203,PROD0268,1
PROD0203,PROD0275,1
PROD0203,PROD0299,1
PROD0203,PROD0307,1
PROD0203,PROD0322,1
PROD0203,PROD0365,1
PROD0203,PROD0412,1
PROD0203,PROD0458,1
PROD0203,PROD0479,1
PROD0204,PROD0217,1
PROD0204,PROD0435,1
PROD0204,PROD0497,1
PROD0205,PROD0216,1
PROD0205,PROD0246,1
PROD0205,PROD0261,1
PROD0205,PROD0301,1
PROD0205,PROD0309,1
PROD0205,PROD0338,1
PROD0205,PROD0353,1
PROD0205,PROD0355,1
PROD0205,PROD0356,1
PROD0205,PROD0363,1
PROD0205,PROD0404,1
PROD0205,PROD0409,1
PROD0205,PROD0414,1
PROD0206,PROD0221,1
PROD0206,PROD0247,1
PROD0206,PROD0288,1
PROD0206,PROD0342,1
PROD0206,PROD0402,1
PROD0206,PROD0470,1
PROD0206,PROD0484,1
PROD0207,PROD0213,1
PROD0207,PROD0246,1
PROD0207,PROD0254,1
PROD0207,PROD0296,1
PROD0207,PROD0318,1
PROD0207,PROD0346,1
PROD0207,PROD0380,1
PROD0207,PROD0393,1
PROD0207,PROD0398,1
PROD0207,PROD0408,1
PROD0207,PROD0430,1
PROD0207,PROD0461,1
PROD0207,PROD0466,1
PROD0207,PROD0472,1
PROD0207,PROD0496,1
PROD0208,PROD0214,1
PROD0208,PROD0219,1
PROD0208,PROD0223,1
PROD0208,PROD0226,1
PROD0208,PROD0256,1
PROD0208,PROD0262,1
PROD0208,PROD0323,1
PROD0208,PROD0347,1
PROD0208,PROD0365,1
PROD0208,PROD0376,1
PROD0208,PROD0381,1
